Outer_Fold,FS_method,Classifier,Best_k,Selected_Features
3,ReliefF,Soft Voting Ensemble,10,"log-sigma-3-0-mm-3D_glcm_Idn,wavelet-HHL_gldm_DependenceEntropy,log-sigma-3-0-mm-3D_glcm_Idmn,log-sigma-2-0-mm-3D_glcm_Idn,wavelet-HLH_glcm_Id,wavelet-HHH_glrlm_RunPercentage,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,wavelet-HHH_gldm_DependenceNonUniformityNormalized,wavelet-LLL_glcm_SumAverage,wavelet-LHH_glszm_GrayLevelNonUniformityNormalized"
3,ReliefF,Soft Voting Ensemble,30,"log-sigma-3-0-mm-3D_glcm_Idn,wavelet-HHL_gldm_DependenceEntropy,log-sigma-3-0-mm-3D_glcm_Idmn,log-sigma-2-0-mm-3D_glcm_Idn,wavelet-HLH_glcm_Id,wavelet-HHH_glrlm_RunPercentage,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,wavelet-HHH_gldm_DependenceNonUniformityNormalized,wavelet-LLL_glcm_SumAverage,wavelet-LHH_glszm_GrayLevelNonUniformityNormalized,wavelet-LHH_glcm_Idmn,wavelet-HLH_glrlm_LowGrayLevelRunEmphasis,wavelet-HHH_glcm_ClusterTendency,wavelet-LHH_glrlm_ShortRunEmphasis,wavelet-LHL_glcm_MCC,wavelet-HHL_glrlm_GrayLevelNonUniformityNormalized,log-sigma-1-0-mm-3D_firstorder_Uniformity,log-sigma-3-0-mm-3D_glcm_Imc1,log-sigma-2-0-mm-3D_glcm_MCC,wavelet-HLH_firstorder_Entropy,wavelet-HHH_glrlm_HighGrayLevelRunEmphasis,wavelet-HLH_glcm_Idmn,wavelet-LHH_firstorder_Uniformity,wavelet-HHL_gldm_HighGrayLevelEmphasis,wavelet-HLL_glcm_DifferenceVariance,wavelet-LLL_gldm_LargeDependenceEmphasis,wavelet-HHL_glrlm_RunEntropy,wavelet-HLL_glcm_Idmn,wavelet-HLH_firstorder_Uniformity,wavelet-LHH_glrlm_LowGrayLevelRunEmphasis"
3,ReliefF,Soft Voting Ensemble,50,"log-sigma-3-0-mm-3D_glcm_Idn,wavelet-HHL_gldm_DependenceEntropy,log-sigma-3-0-mm-3D_glcm_Idmn,log-sigma-2-0-mm-3D_glcm_Idn,wavelet-HLH_glcm_Id,wavelet-HHH_glrlm_RunPercentage,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,wavelet-HHH_gldm_DependenceNonUniformityNormalized,wavelet-LLL_glcm_SumAverage,wavelet-LHH_glszm_GrayLevelNonUniformityNormalized,wavelet-LHH_glcm_Idmn,wavelet-HLH_glrlm_LowGrayLevelRunEmphasis,wavelet-HHH_glcm_ClusterTendency,wavelet-LHH_glrlm_ShortRunEmphasis,wavelet-LHL_glcm_MCC,wavelet-HHL_glrlm_GrayLevelNonUniformityNormalized,log-sigma-1-0-mm-3D_firstorder_Uniformity,log-sigma-3-0-mm-3D_glcm_Imc1,log-sigma-2-0-mm-3D_glcm_MCC,wavelet-HLH_firstorder_Entropy,wavelet-HHH_glrlm_HighGrayLevelRunEmphasis,wavelet-HLH_glcm_Idmn,wavelet-LHH_firstorder_Uniformity,wavelet-HHL_gldm_HighGrayLevelEmphasis,wavelet-HLL_glcm_DifferenceVariance,wavelet-LLL_gldm_LargeDependenceEmphasis,wavelet-HHL_glrlm_RunEntropy,wavelet-HLL_glcm_Idmn,wavelet-HLH_firstorder_Uniformity,wavelet-LHH_glrlm_LowGrayLevelRunEmphasis,wavelet-HHH_glcm_Idmn,wavelet-LHH_gldm_LowGrayLevelEmphasis,wavelet-LLL_glcm_Idn,wavelet-LHH_glcm_SumSquares,wavelet-HHH_firstorder_Entropy,wavelet-HHH_gldm_LowGrayLevelEmphasis,wavelet-HHH_glcm_JointAverage,log-sigma-2-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,wavelet-HHL_glcm_DifferenceEntropy,wavelet-HLH_glszm_GrayLevelNonUniformityNormalized,log-sigma-2-0-mm-3D_glcm_ClusterTendency,log-sigma-2-0-mm-3D_firstorder_Uniformity,wavelet-LHH_glrlm_GrayLevelVariance,wavelet-HHH_glcm_SumAverage,wavelet-HHL_glcm_Idmn,wavelet-HLH_gldm_LowGrayLevelEmphasis,log-sigma-1-0-mm-3D_glszm_SmallAreaEmphasis,wavelet-LHH_glrlm_LongRunHighGrayLevelEmphasis,wavelet-HLL_glcm_Imc2,original_glcm_JointEntropy"
3,ReliefF,Soft Voting Ensemble,70,"log-sigma-3-0-mm-3D_glcm_Idn,wavelet-HHL_gldm_DependenceEntropy,log-sigma-3-0-mm-3D_glcm_Idmn,log-sigma-2-0-mm-3D_glcm_Idn,wavelet-HLH_glcm_Id,wavelet-HHH_glrlm_RunPercentage,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,wavelet-HHH_gldm_DependenceNonUniformityNormalized,wavelet-LLL_glcm_SumAverage,wavelet-LHH_glszm_GrayLevelNonUniformityNormalized,wavelet-LHH_glcm_Idmn,wavelet-HLH_glrlm_LowGrayLevelRunEmphasis,wavelet-HHH_glcm_ClusterTendency,wavelet-LHH_glrlm_ShortRunEmphasis,wavelet-LHL_glcm_MCC,wavelet-HHL_glrlm_GrayLevelNonUniformityNormalized,log-sigma-1-0-mm-3D_firstorder_Uniformity,log-sigma-3-0-mm-3D_glcm_Imc1,log-sigma-2-0-mm-3D_glcm_MCC,wavelet-HLH_firstorder_Entropy,wavelet-HHH_glrlm_HighGrayLevelRunEmphasis,wavelet-HLH_glcm_Idmn,wavelet-LHH_firstorder_Uniformity,wavelet-HHL_gldm_HighGrayLevelEmphasis,wavelet-HLL_glcm_DifferenceVariance,wavelet-LLL_gldm_LargeDependenceEmphasis,wavelet-HHL_glrlm_RunEntropy,wavelet-HLL_glcm_Idmn,wavelet-HLH_firstorder_Uniformity,wavelet-LHH_glrlm_LowGrayLevelRunEmphasis,wavelet-HHH_glcm_Idmn,wavelet-LHH_gldm_LowGrayLevelEmphasis,wavelet-LLL_glcm_Idn,wavelet-LHH_glcm_SumSquares,wavelet-HHH_firstorder_Entropy,wavelet-HHH_gldm_LowGrayLevelEmphasis,wavelet-HHH_glcm_JointAverage,log-sigma-2-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,wavelet-HHL_glcm_DifferenceEntropy,wavelet-HLH_glszm_GrayLevelNonUniformityNormalized,log-sigma-2-0-mm-3D_glcm_ClusterTendency,log-sigma-2-0-mm-3D_firstorder_Uniformity,wavelet-LHH_glrlm_GrayLevelVariance,wavelet-HHH_glcm_SumAverage,wavelet-HHL_glcm_Idmn,wavelet-HLH_gldm_LowGrayLevelEmphasis,log-sigma-1-0-mm-3D_glszm_SmallAreaEmphasis,wavelet-LHH_glrlm_LongRunHighGrayLevelEmphasis,wavelet-HLL_glcm_Imc2,original_glcm_JointEntropy,wavelet-LHL_glrlm_GrayLevelVariance,log-sigma-3-0-mm-3D_glcm_MCC,log-sigma-3-0-mm-3D_glcm_Imc2,wavelet-HHH_firstorder_10Percentile,wavelet-HHL_firstorder_Uniformity,wavelet-LHH_glcm_JointEntropy,wavelet-LLL_gldm_DependenceEntropy,log-sigma-1-0-mm-3D_glcm_Idn,original_glcm_JointAverage,wavelet-HLH_glrlm_ShortRunEmphasis,wavelet-HHL_firstorder_Entropy,original_glrlm_RunPercentage,wavelet-HLH_glszm_LowGrayLevelZoneEmphasis,wavelet-HHH_firstorder_InterquartileRange,wavelet-LLL_glszm_ZoneEntropy,wavelet-HLH_glcm_Imc2,wavelet-HLL_glcm_SumEntropy,wavelet-LLH_firstorder_Uniformity,wavelet-HHL_glrlm_ShortRunEmphasis,wavelet-HHL_glszm_ZoneEntropy"
3,ReliefF,Soft Voting Ensemble,90,"log-sigma-3-0-mm-3D_glcm_Idn,wavelet-HHL_gldm_DependenceEntropy,log-sigma-3-0-mm-3D_glcm_Idmn,log-sigma-2-0-mm-3D_glcm_Idn,wavelet-HLH_glcm_Id,wavelet-HHH_glrlm_RunPercentage,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,wavelet-HHH_gldm_DependenceNonUniformityNormalized,wavelet-LLL_glcm_SumAverage,wavelet-LHH_glszm_GrayLevelNonUniformityNormalized,wavelet-LHH_glcm_Idmn,wavelet-HLH_glrlm_LowGrayLevelRunEmphasis,wavelet-HHH_glcm_ClusterTendency,wavelet-LHH_glrlm_ShortRunEmphasis,wavelet-LHL_glcm_MCC,wavelet-HHL_glrlm_GrayLevelNonUniformityNormalized,log-sigma-1-0-mm-3D_firstorder_Uniformity,log-sigma-3-0-mm-3D_glcm_Imc1,log-sigma-2-0-mm-3D_glcm_MCC,wavelet-HLH_firstorder_Entropy,wavelet-HHH_glrlm_HighGrayLevelRunEmphasis,wavelet-HLH_glcm_Idmn,wavelet-LHH_firstorder_Uniformity,wavelet-HHL_gldm_HighGrayLevelEmphasis,wavelet-HLL_glcm_DifferenceVariance,wavelet-LLL_gldm_LargeDependenceEmphasis,wavelet-HHL_glrlm_RunEntropy,wavelet-HLL_glcm_Idmn,wavelet-HLH_firstorder_Uniformity,wavelet-LHH_glrlm_LowGrayLevelRunEmphasis,wavelet-HHH_glcm_Idmn,wavelet-LHH_gldm_LowGrayLevelEmphasis,wavelet-LLL_glcm_Idn,wavelet-LHH_glcm_SumSquares,wavelet-HHH_firstorder_Entropy,wavelet-HHH_gldm_LowGrayLevelEmphasis,wavelet-HHH_glcm_JointAverage,log-sigma-2-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,wavelet-HHL_glcm_DifferenceEntropy,wavelet-HLH_glszm_GrayLevelNonUniformityNormalized,log-sigma-2-0-mm-3D_glcm_ClusterTendency,log-sigma-2-0-mm-3D_firstorder_Uniformity,wavelet-LHH_glrlm_GrayLevelVariance,wavelet-HHH_glcm_SumAverage,wavelet-HHL_glcm_Idmn,wavelet-HLH_gldm_LowGrayLevelEmphasis,log-sigma-1-0-mm-3D_glszm_SmallAreaEmphasis,wavelet-LHH_glrlm_LongRunHighGrayLevelEmphasis,wavelet-HLL_glcm_Imc2,original_glcm_JointEntropy,wavelet-LHL_glrlm_GrayLevelVariance,log-sigma-3-0-mm-3D_glcm_MCC,log-sigma-3-0-mm-3D_glcm_Imc2,wavelet-HHH_firstorder_10Percentile,wavelet-HHL_firstorder_Uniformity,wavelet-LHH_glcm_JointEntropy,wavelet-LLL_gldm_DependenceEntropy,log-sigma-1-0-mm-3D_glcm_Idn,original_glcm_JointAverage,wavelet-HLH_glrlm_ShortRunEmphasis,wavelet-HHL_firstorder_Entropy,original_glrlm_RunPercentage,wavelet-HLH_glszm_LowGrayLevelZoneEmphasis,wavelet-HHH_firstorder_InterquartileRange,wavelet-LLL_glszm_ZoneEntropy,wavelet-HLH_glcm_Imc2,wavelet-HLL_glcm_SumEntropy,wavelet-LLH_firstorder_Uniformity,wavelet-HHL_glrlm_ShortRunEmphasis,wavelet-HHL_glszm_ZoneEntropy,wavelet-HHH_glcm_Imc2,wavelet-HHH_glcm_SumEntropy,wavelet-HLL_gldm_LargeDependenceEmphasis,log-sigma-1-0-mm-3D_gldm_DependenceEntropy,wavelet-HHL_glcm_DifferenceVariance,original_glszm_GrayLevelVariance,wavelet-LLH_glcm_Imc1,log-sigma-1-0-mm-3D_glrlm_RunEntropy,wavelet-HHL_glcm_SumAverage,wavelet-LLL_glrlm_RunPercentage,wavelet-LHL_glszm_LargeAreaHighGrayLevelEmphasis,wavelet-HLH_firstorder_Skewness,wavelet-LLH_glcm_Id,log-sigma-3-0-mm-3D_glszm_ZoneEntropy,wavelet-LLH_glszm_LargeAreaLowGrayLevelEmphasis,wavelet-LHH_glcm_SumAverage,wavelet-HLH_glcm_Autocorrelation,wavelet-HLH_glcm_JointEntropy,wavelet-LHL_gldm_DependenceEntropy,wavelet-HHH_glrlm_GrayLevelVariance"
1,LASSO,Soft Voting Ensemble,10,"original_shape_Flatness,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_MinorAxisLength,original_firstorder_Minimum,original_firstorder_Skewness,original_glcm_Contrast,original_glcm_DifferenceAverage,original_glcm_DifferenceVariance"
1,LASSO,Soft Voting Ensemble,30,"original_shape_Flatness,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_MinorAxisLength,original_firstorder_Minimum,original_firstorder_Skewness,original_glcm_Contrast,original_glcm_DifferenceAverage,original_glcm_DifferenceVariance,original_glcm_Idmn,original_glcm_Idn,original_glcm_SumAverage,original_glcm_SumSquares,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformityNormalized,original_gldm_LowGrayLevelEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_glcm_Correlation,wavelet-LLH_glcm_DifferenceVariance,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage"
1,LASSO,Soft Voting Ensemble,50,"original_shape_Flatness,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_MinorAxisLength,original_firstorder_Minimum,original_firstorder_Skewness,original_glcm_Contrast,original_glcm_DifferenceAverage,original_glcm_DifferenceVariance,original_glcm_Idmn,original_glcm_Idn,original_glcm_SumAverage,original_glcm_SumSquares,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformityNormalized,original_gldm_LowGrayLevelEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_glcm_Correlation,wavelet-LLH_glcm_DifferenceVariance,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glrlm_GrayLevelNonUniformityNormalized,wavelet-LLH_glrlm_LongRunEmphasis,wavelet-LLH_glszm_GrayLevelNonUniformityNormalized,wavelet-LLH_glszm_LowGrayLevelZoneEmphasis,wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis,wavelet-LLH_glszm_ZonePercentage,wavelet-LLH_gldm_DependenceEntropy,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_gldm_SmallDependenceHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LLH_ngtdm_Contrast,wavelet-LLH_ngtdm_Strength,wavelet-LHL_firstorder_90Percentile,wavelet-LHL_firstorder_Kurtosis,wavelet-LHL_firstorder_Mean,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_DifferenceEntropy,wavelet-LHL_glcm_Imc2"
1,LASSO,Soft Voting Ensemble,70,"original_shape_Flatness,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_MinorAxisLength,original_firstorder_Minimum,original_firstorder_Skewness,original_glcm_Contrast,original_glcm_DifferenceAverage,original_glcm_DifferenceVariance,original_glcm_Idmn,original_glcm_Idn,original_glcm_SumAverage,original_glcm_SumSquares,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformityNormalized,original_gldm_LowGrayLevelEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_glcm_Correlation,wavelet-LLH_glcm_DifferenceVariance,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glrlm_GrayLevelNonUniformityNormalized,wavelet-LLH_glrlm_LongRunEmphasis,wavelet-LLH_glszm_GrayLevelNonUniformityNormalized,wavelet-LLH_glszm_LowGrayLevelZoneEmphasis,wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis,wavelet-LLH_glszm_ZonePercentage,wavelet-LLH_gldm_DependenceEntropy,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_gldm_SmallDependenceHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LLH_ngtdm_Contrast,wavelet-LLH_ngtdm_Strength,wavelet-LHL_firstorder_90Percentile,wavelet-LHL_firstorder_Kurtosis,wavelet-LHL_firstorder_Mean,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_DifferenceEntropy,wavelet-LHL_glcm_Imc2,wavelet-LHL_glcm_InverseVariance,wavelet-LHL_glcm_JointEnergy,wavelet-LHL_glcm_JointEntropy,wavelet-LHL_glcm_MCC,wavelet-LHL_glcm_SumSquares,wavelet-LHL_glrlm_GrayLevelVariance,wavelet-LHL_glrlm_RunPercentage,wavelet-LHL_glrlm_ShortRunEmphasis,wavelet-LHL_glrlm_ShortRunLowGrayLevelEmphasis,wavelet-LHL_glszm_SizeZoneNonUniformityNormalized,wavelet-LHL_glszm_ZoneEntropy,wavelet-LHL_glszm_ZonePercentage,wavelet-LHL_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceNonUniformityNormalized,wavelet-LHL_gldm_GrayLevelVariance,wavelet-LHL_gldm_LargeDependenceLowGrayLevelEmphasis,wavelet-LHL_gldm_SmallDependenceHighGrayLevelEmphasis,wavelet-LHL_ngtdm_Busyness,wavelet-LHL_ngtdm_Coarseness,wavelet-LHL_ngtdm_Strength"
1,LASSO,Soft Voting Ensemble,90,"original_shape_Flatness,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_MinorAxisLength,original_firstorder_Minimum,original_firstorder_Skewness,original_glcm_Contrast,original_glcm_DifferenceAverage,original_glcm_DifferenceVariance,original_glcm_Idmn,original_glcm_Idn,original_glcm_SumAverage,original_glcm_SumSquares,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformityNormalized,original_gldm_LowGrayLevelEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_glcm_Correlation,wavelet-LLH_glcm_DifferenceVariance,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glrlm_GrayLevelNonUniformityNormalized,wavelet-LLH_glrlm_LongRunEmphasis,wavelet-LLH_glszm_GrayLevelNonUniformityNormalized,wavelet-LLH_glszm_LowGrayLevelZoneEmphasis,wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis,wavelet-LLH_glszm_ZonePercentage,wavelet-LLH_gldm_DependenceEntropy,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_gldm_SmallDependenceHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LLH_ngtdm_Contrast,wavelet-LLH_ngtdm_Strength,wavelet-LHL_firstorder_90Percentile,wavelet-LHL_firstorder_Kurtosis,wavelet-LHL_firstorder_Mean,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_DifferenceEntropy,wavelet-LHL_glcm_Imc2,wavelet-LHL_glcm_InverseVariance,wavelet-LHL_glcm_JointEnergy,wavelet-LHL_glcm_JointEntropy,wavelet-LHL_glcm_MCC,wavelet-LHL_glcm_SumSquares,wavelet-LHL_glrlm_GrayLevelVariance,wavelet-LHL_glrlm_RunPercentage,wavelet-LHL_glrlm_ShortRunEmphasis,wavelet-LHL_glrlm_ShortRunLowGrayLevelEmphasis,wavelet-LHL_glszm_SizeZoneNonUniformityNormalized,wavelet-LHL_glszm_ZoneEntropy,wavelet-LHL_glszm_ZonePercentage,wavelet-LHL_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceNonUniformityNormalized,wavelet-LHL_gldm_GrayLevelVariance,wavelet-LHL_gldm_LargeDependenceLowGrayLevelEmphasis,wavelet-LHL_gldm_SmallDependenceHighGrayLevelEmphasis,wavelet-LHL_ngtdm_Busyness,wavelet-LHL_ngtdm_Coarseness,wavelet-LHL_ngtdm_Strength,wavelet-LHH_firstorder_Median,wavelet-LHH_firstorder_Uniformity,wavelet-LHH_glcm_Correlation,wavelet-LHH_glcm_DifferenceEntropy,wavelet-LHH_glcm_DifferenceVariance,wavelet-LHH_glcm_Id,wavelet-LHH_glcm_Idmn,wavelet-LHH_glcm_Idn,wavelet-LHH_glcm_JointEnergy,wavelet-LHH_glcm_JointEntropy,wavelet-LHH_glcm_SumAverage,wavelet-LHH_glcm_SumEntropy,wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized,wavelet-LHH_glrlm_LowGrayLevelRunEmphasis,wavelet-LHH_glrlm_RunEntropy,wavelet-LHH_glrlm_ShortRunEmphasis,wavelet-LHH_glszm_GrayLevelNonUniformityNormalized,wavelet-LHH_glszm_ZoneEntropy,wavelet-LHH_glszm_ZonePercentage,wavelet-LHH_gldm_DependenceEntropy"
1,RF_importance,Soft Voting Ensemble,10,"wavelet-LHH_gldm_DependenceEntropy,wavelet-HHL_glcm_Id,wavelet-HLL_glcm_Idmn,wavelet-HHH_glcm_SumSquares,log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized,wavelet-HLH_gldm_SmallDependenceEmphasis,wavelet-LHH_gldm_GrayLevelVariance,wavelet-LLH_glcm_Correlation,wavelet-HHH_firstorder_Entropy"
1,RF_importance,Soft Voting Ensemble,30,"wavelet-LHH_gldm_DependenceEntropy,wavelet-HHL_glcm_Id,wavelet-HLL_glcm_Idmn,wavelet-HHH_glcm_SumSquares,log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized,wavelet-HLH_gldm_SmallDependenceEmphasis,wavelet-LHH_gldm_GrayLevelVariance,wavelet-LLH_glcm_Correlation,wavelet-HHH_firstorder_Entropy,wavelet-HLH_glcm_ClusterShade,wavelet-HHH_ngtdm_Coarseness,wavelet-LLH_gldm_DependenceEntropy,wavelet-LHH_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-HHH_ngtdm_Contrast,original_glcm_SumSquares,wavelet-HHH_glcm_DifferenceVariance,log-sigma-3-0-mm-3D_glcm_Imc2,log-sigma-3-0-mm-3D_glcm_Idmn,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LHL_glrlm_ShortRunEmphasis,wavelet-LHL_glszm_ZonePercentage,wavelet-HHH_firstorder_RootMeanSquared,wavelet-HHH_gldm_LargeDependenceEmphasis,original_glcm_Contrast,wavelet-LLL_glcm_Imc1,wavelet-HHH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet-HHH_gldm_SmallDependenceEmphasis,wavelet-HLL_glrlm_ShortRunEmphasis,wavelet-LLL_glszm_GrayLevelNonUniformityNormalized"
1,RF_importance,Soft Voting Ensemble,50,"wavelet-LHH_gldm_DependenceEntropy,wavelet-HHL_glcm_Id,wavelet-HLL_glcm_Idmn,wavelet-HHH_glcm_SumSquares,log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized,wavelet-HLH_gldm_SmallDependenceEmphasis,wavelet-LHH_gldm_GrayLevelVariance,wavelet-LLH_glcm_Correlation,wavelet-HHH_firstorder_Entropy,wavelet-HLH_glcm_ClusterShade,wavelet-HHH_ngtdm_Coarseness,wavelet-LLH_gldm_DependenceEntropy,wavelet-LHH_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-HHH_ngtdm_Contrast,original_glcm_SumSquares,wavelet-HHH_glcm_DifferenceVariance,log-sigma-3-0-mm-3D_glcm_Imc2,log-sigma-3-0-mm-3D_glcm_Idmn,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LHL_glrlm_ShortRunEmphasis,wavelet-LHL_glszm_ZonePercentage,wavelet-HHH_firstorder_RootMeanSquared,wavelet-HHH_gldm_LargeDependenceEmphasis,original_glcm_Contrast,wavelet-LLL_glcm_Imc1,wavelet-HHH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet-HHH_gldm_SmallDependenceEmphasis,wavelet-HLL_glrlm_ShortRunEmphasis,wavelet-LLL_glszm_GrayLevelNonUniformityNormalized,wavelet-HLH_glcm_Idmn,wavelet-HHL_ngtdm_Coarseness,wavelet-HLH_gldm_GrayLevelVariance,log-sigma-2-0-mm-3D_gldm_GrayLevelNonUniformity,wavelet-HLH_firstorder_Median,log-sigma-1-0-mm-3D_glcm_Idn,wavelet-HHH_ngtdm_Strength,wavelet-LLH_firstorder_Uniformity,log-sigma-3-0-mm-3D_glcm_Idn,wavelet-HLH_glrlm_RunPercentage,wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis,wavelet-LHH_ngtdm_Coarseness,log-sigma-3-0-mm-3D_glcm_MCC,wavelet-HHH_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-HHH_glrlm_GrayLevelVariance,wavelet-HHH_glrlm_LowGrayLevelRunEmphasis,log-sigma-1-0-mm-3D_glcm_Idmn,original_glrlm_LongRunHighGrayLevelEmphasis,wavelet-LHH_glrlm_ShortRunEmphasis,wavelet-HHH_firstorder_Uniformity"
